Temperatura (K),Suceptibilidad
139.309768676758,0.00014779085429657355
139.809837341309,0.00014726173548151343
140.310699462891,0.00014673011127558583
140.809089660645,0.00014630541768148204
141.306930541992,0.00014586016995742212
141.807060241699,0.00014538160099563524
142.306015014648,0.00014492784190683677
142.806831359863,0.00014448100721526502
143.308441162109,0.00014403191143023635
143.807266235352,0.0001435237631065821
144.30445098877,0.00014309193855090933
144.803283691406,0.00014261271850858078
145.301139831543,0.0001421287807376123
145.799087524414,0.00014169608227835177
146.301864624023,0.00014127477743160606
146.801536560059,0.00014086209979440574
147.296539306641,0.00014045384162726242
147.793815612793,0.00013999351098948622
148.293754577637,0.00013955138275516862
148.793426513672,0.00013916448173032113
149.291969299316,0.000138704990678372
149.790512084961,0.00013828288578825233
150.290679931641,0.00013784481270433526
150.789527893066,0.00013744607476416776
151.288131713867,0.00013702894980216644
151.789543151855,0.0001366018431183449
152.284576416016,0.00013622716584466016
152.781578063965,0.00013574860717351079
153.28141784668,0.00013540863460684822
153.778472900391,0.00013494956379804697
154.279708862305,0.00013461955105667343
154.778656005859,0.00013420941361133302
155.278381347656,0.00013379793789630338
155.778076171875,0.00013343387893910452
156.274543762207,0.00013303113947621205
156.775177001953,0.00013260866932565378
157.277252197266,0.00013222192780894975
157.775177001953,0.0001318930985953408
158.270835876465,0.00013149631934831368
158.771049499512,0.00013112074521862734
159.269256591797,0.00013074877114787345
159.764739990234,0.0001304114897287869
160.267684936523,0.00013000295944296745
160.768257141113,0.00012959560172325668
161.265632629395,0.0001292896363850158
161.764152526855,0.0001288785000485124
162.263061523438,0.00012847533646422285
162.76350402832,0.00012817072874867858
163.262565612793,0.00012771386697424714
163.762390136719,0.00012742692633214942
164.26001739502,0.00012705636220066208
164.760734558105,0.00012677498266469296
165.257827758789,0.00012635203346314413
165.751678466797,0.0001260142510773247
166.25301361084,0.0001257046709548334
166.752914428711,0.000125360746859558
167.250816345215,0.00012497270424285275
167.75121307373,0.00012463917528266342
168.249435424805,0.00012429569141364638
168.745933532715,0.0001239783720237083
169.246360778809,0.0001236162975947437
169.745964050293,0.00012327744477890376
170.22631072998,0.0001229550286196829
170.612503051758,0.00012267727028076277
170.864845275879,0.0001223139046346349
171.014801025391,0.00012212575919880707
171.071113586426,0.00012189905819760867
171.020881652832,0.00012179549316399694
170.873031616211,0.0001217057620562922
170.670928955078,0.00012179569988237488
170.459060668945,0.00012178820035579785
170.262145996094,0.00012175194482914913
170.093635559082,0.00012192319966680818
169.958396911621,0.00012198922552177132
169.855857849121,0.00012206159523907084
169.786979675293,0.00012208474950621594
169.750633239746,0.00012217954525680857
169.744079589844,0.00012217596530647888
169.759216308594,0.00012219219317768855
169.786819458008,0.00012221346511637296
169.817909240723,0.00012218707984640146
