Temperatura (K),Magnetizacion
132.826171875,0.023135862899211004
133.321678161621,0.023058900384697947
133.817741394043,0.022976851560326722
134.317947387695,0.022905438162133782
134.81787109375,0.022822601765935226
135.31761932373,0.022747442043210112
135.817863464355,0.022676389262960946
136.317192077637,0.022588612344173392
136.815689086914,0.022516520901162115
137.316558837891,0.022449243913049612
137.816795349121,0.0223710396465835
138.31519317627,0.022295116221933614
138.811950683594,0.022230225014248168
139.309768676758,0.022165186847433224
139.809837341309,0.022085143752717168
140.310699462891,0.022005757538249
140.809089660645,0.02194103857178239
141.306930541992,0.021874265942016448
141.807060241699,0.021803854951543834
142.306015014648,0.021735463306189057
142.806831359863,0.02166811224554028
143.308441162109,0.021600760431855166
143.807266235352,0.02152388224849578
144.30445098877,0.021459790776053447
144.803283691406,0.021388254108770387
